concordances	Lemma form	Annotations	
regionali e dei mass-media. La Direzione ha poi < preso >  atto  dei verbali della conferenza dei Presidenti 	prendere atto	1	
membro dell' organo di amministrazione può < prendere >  conoscenza  di qualsiasi informazione comunicata 	prendere conoscenza	0	
le pubblicazioni da essi presentati e ha < preso >  atto  delle loro scelte per quanto riguarda 	prendere atto	1	
dell' ente americano. L' Aphis aveva già < preso >  misure  provvisorie, di cui aveva informato 	prendere misure	0	
sviluppare la forza del suo esercito, oppure < prendere >  contatto  con qualche signore della guerra 	prendere contatto	1	
strumento attraverso il quale abbiamo assunto e < preso >  coscienza  del nostro ruolo di editore come 	prendere coscienza	0	
necessarie affinché il consumatore possa < prendere >  decisioni  ponderate; e) protezione della 	prendere decisioni	1	
regionali firmatarie del presente contratto, < preso >  atto  dei ritiro della disdetta revocata 	prendere atto	1	
digitale, con sistema di avviso tramite e-mail, < presa >  visione  via web o intranet, accesso riservato 	prendere visione	1	
insulti " Caro Direttore, sono le ore 14,12 e < prendo >  atto  della tua telefonata, che è durata 	prendere atto	1	
enuncia tra le altre cose che il padrone, se < prende >  coscienza  della sua condizione, deve rendersi 	prendere coscienza	1	
dall' UNESCO. Durante la missione sono stati < presi >  contatti  con i rappresentanti locali dell' 	prendere contatti	0	
respingano i piccoli fuochi e i singoli, possono < prendere >  corpo  e radicarsi vere e solide innovazioni 	prendere corpo	1	
dell' Euro nell' ordinamento nazionale " e < preso >  atto  in particolare del Piano nazionale 	prendere atto	1	
Presidente. Onorevole sottosegretario, debbo < prendere >  atto  senz' altro con piacere della risposta 	prendere atto	1	
REGIONI ULTRAPERIFERICHE Il Consiglio europeo < prende >  atto  della relazione recentemente trasmessa 	prendere atto	1	
dove devono eseguirsi i sondaggi; 3) che ha < preso >  visione  del programma delle indagini e  	prendere visione	1	
posata, prevedendo l? ora della sua fine, < prendendo >  fuoco  anche? essa e quindi trasformandosi 	prendere fuoco	0	
peschi leggero. E' impensabile che chi ha < preso >  pesci  a centinaia per non dire migliaia 	prendere pesci	0	
di quelle visite non si tiene conto e si < prendono >  decisioni  più in alto. Ripeto, io sono  	prendere decisioni	1	
, anche gli antenati dei cetacei avevano < preso >  parte  alla colonizzazione delle terre emerse 	prendere parte	1	
nel subentrare un' altra quest' ultima si < prende >  carico  dei lavoratori della perdente. Non 	prendere carico	1	
anche se a partire grosso modo dal 2000 ha < preso >  vita  un un forte interesse verso i fumetti 	prendere vita	1	
 provvedimenti, delle quali occorrerebbe < prendere >  atto  , dalle disposizioni in materia di 	prendere atto	1	
addirittura dei neonati. Anche a me è capitato di < prendermi >  cura  dei miei cuginetti è perciò ho sempre 	prendere cura	1	
per l' accaduto. Dà atto, infine, di aver < preso >  visione  di molti referti medici delle vittime 	prendere visione	1	
DEL TURCO - senatore: Convinto nessuno. Ho < preso >  atto  del fatto che presentavo un decreto 	prendere atto	1	
ha, se il caso lo richiede, il potere di < prendere >  decisioni  che sono immediatamente esecutive 	prendere decisioni	1	
amministrative. Se qualcuno è interessato < prendete >  contatto  il sig. Stanley Arguedas all'  	prendere contatto	1	
 precorreva le tematiche ambientaliste e < prendeva >  spunto  da una citazione di Kandinkij: " 	prendere spunto	1	
 di internazionalizzazione. Esso infatti < prende >  parte  ad alcune attività, europee e non 	prendere parte	1	
Stazione Cinecittà che appena arrivata ha < preso >  contatti  con la ragazza ancora sotto shock 	prendere contatti	1	
firmato Unesco della provincia di Ragusa. Qui < prenderà >  vita  , nel weekend pre-pasquale, l' evento 	prendere vita	1	
restando il divieto per gli stessi minori di < prendere >  parte  , a qualsiasi titolo, a messaggi  	prendere parte	1	
dichiarava il ministro dimissionario Baccini - < prendendo >  atto  del voto e non dimenticando che siamo 	prendere atto	1	
movimento pacifista, ha detto che il movimento < prende >  atto  della precisazione della polizia e 	prendere atto	1	
provvedimento elaborato dalla Commissione di merito: < preso >  atto  dei chiarimenti forniti dal Governo 	prendere atto	1	
 rivolti alle donne per scoraggiarle dal < prendere >  parte  alle elezioni. " Continua a predominare 	prendere parte	1	
provenienti da tutto il mondo, che potranno < prendere >  parte  ai seminari. Un' occasione unica  	prendere parte	1	
 essere acquistata dal parlamentare, e a < prendere >  accordi  per la sua consegna. Il tutto sotto 	prendere accordi	0	
. ART. 23 - LAVORO ESTERNO Le parti, nel < prendere >  atto  del ricorso strutturale nell' ambito 	prendere atto	1	
diversità in una società che è civile se ne < prende >  coscienza  come valore. La conferenza stampa 	prendere coscienza	1	
negativa in Listavista, ma non mi basta per < prendere >  posizione  contro, mentre l' esiguo rapporto 	prendere posizione	1	
Satana, 1989): " nel mese di settembre 1979 < presi >  parte  all' esorcismo del continente americano 	prendere parte	1	
avrebbe voluto esprimere un voto contrario; < prendo >  atto  altresì che l' onorevole Boccia ha 	prendere atto	1	
presenti ben difficilmente sono presenti < prendendo >  parte  , la loro parte nel rito; sono invece 	prendere parte	1	
preannunciati scioperi. Ernesto STAJANO, presidente, < prende >  atto  di quanto prospettato dal deputato 	prendere atto	1	
semplice moda, se con lo stesso nome non avesse < preso >  forma  anche un genere musicale di enorme 	prendere forma	1	
 sotto la sorveglianza di intendenti che < prendevano >  ordini  e riferivano i risultati dei lavori 	prendere ordini	0	
 delle loro famiglie. Al seminario hanno < preso >  parte  rappresentanti della Caritas, dell' 	prendere parte	1	
essere sapiente spettatrice. Per ogni città < prende >  corpo  , da un pulviscolo impalpabile, la 	prendere corpo	1	
contra de ' Saraceni, e fors ' anche con < prendere >  gusto  alla pirateria. Pisa spezialmente 	prendere gusto	1	
di 35 volte nell' arco dell' anno civile. < Preso >  atto  : - che la Giunta regionale con deliberazione 	prendere atto	1	
giustificatissima, sia necessario ragionare e < prendere >  misure  di prevenzione, culturali e di sicurezza 	prendere misure	1	
consiglio è di leggere molti libri sulla magia e < prendere >  appunti  sulle parti dei testi che trovi 	prendere appunti	1	
 in alcuni casi, assistere il compagno o < prendere >  decisioni  che lo riguardino; · non sono 	prendere decisioni	1	
precedenza dal Direttore Amministrativo, < preso >  atto  della relazione al Conto Consuntivo 	prendere atto	1	
cui assistiamo in questi giorni. Una volta < preso >  atto  che la Costituzione non solo incentiva 	prendere atto	1	
veramente mia figlia, ma sono io che me ne sono < preso >  cura  dopo che sua madre l' aveva abbandonata 	prendere cura	1	
alcolici: Si, poca roba ma si Fumato: Noooo < Preso >  droghe  : No Fatto sesso: Cazzo, NO! Avuto 	prendere droghe	0	
solito grazie 1000 ed un abbraccio. Devi < prendere >  visione  del CCDN sulla mobilità, in particolare 	prendere visione	1	
la meta " cult ", dove dopo la mezzanotte < prende >  vita  la vera movida ateniese. I veri intenditori 	prendere vita	1	
significativa di bambini, come scuole e ospedali, < Presa >  nota  dell' adozione dello Statuto della 	prendere nota	1	
contribuente. Il presidente PEDRIZZI, pur < prendendo >  atto  delle assicurazioni del sottosegretario 	prendere atto	1	
Prodi, invita il Verde Paolo Cento, la Cdl « < prenda >  lezioni  da Andreotti, che non ha usato  	prendere lezioni	0	
veterinario il giorno in cui l' amato padrone < prendeva >  appuntamento  per l' iniezione. Ma l' associazione 	prendere appuntamento	0	
settore dell' autotrasporto delle merci, hanno < preso >  parte  , oltre ai rappresentanti di categoria 	prendere parte	1	
controllo su di sè attacca Kikyo, che aveva < preso >  parte  alla battaglia, ferendola mortalmente 	prendere parte	1	
dipende (Ministero, Ente, etc.); di aver < preso >  visione  di tutte le norme elencate nella 	prendere visione	1	
invitato alle riunioni di altra autori - ta ', < prendendo >  parte  alla discussione di argomenti di  	prendere parte	1	
donna quella che, letterariamente parlando, < prende >  forma  verso la fine del Cinquecento: una 	prendere forma	1	
la citycar, che stentava all' inizio, sta < prendendo >  piede  , segno che un po' alla volta qualcuno 	prendere piede	1	
Governo si esprimerà in sede di votazione. < Prendo >  atto  che l' onorevole Francesca Martini 	prendere atto	1	
Hanno votato sì 215 Hanno votato no 282). < Prendo >  atto  che l' onorevole Tonino Loddo insiste 	prendere atto	1	
Hanno votato sì 210 Hanno votato no 290). < Prendo >  atto  che i presentatori degli ordini del 	prendere atto	1	
Hanno votato sì 198 Hanno votato no 297). < Prendo >  atto  che l' onorevole Zanella non insiste 	prendere atto	1	
 ossatura dei palinsesti che piano piano < prendono >  corpo  sulle frequenze di SI  come recita 	prendere corpo	1	
gliene siamo grati. Magari, dicevo, potremmo < prendere >  spunto  da altri sistemi assicurativi potremmo 	prendere spunto	1	
diavolo Belfagor sia invitato sulla terra per < prendere >  moglie  . Il divertente finale vedrà Belfagor 	prendere moglie	1	
 a lui i magistrati erano affaccendati a < prendere >  appunti  . Essi sapevano che sarebbero stati 	prendere appunti	0	
della fede) le nostre diocesi si impegnino a < prendere >  familiarità  con il « primo annuncio ».  	prendere familiarità	0	
grazie anche al sosia dello gnappo che ne ha < preso >  posto  e numero di maglia. Per il commento 	prendere posto	1	
della costituzione della SE. Tale periodo < prende >  avvio  a decorrere dalla data in cui la  	prendere avvio	1	
la maggior parte degli italiani. Bisogna < prendere >  posizioni  nette per qualsiasi decisione 	prendere posizioni	1	
dedizione ecclesiale del futuro presbitero < prenderà >  forma  nel servizio diocesano. La relazione 	prendere forma	1	
presenterà la nuova legge sulla caccia. Nel < prendere >  atto  delle dichiarazioni in senso diverso 	prendere atto	1	
 pronte Voto - Si continua a perdere e a < prendere >  tempo  , da una parte, e a sperare, dall' 	prendere tempo	1	
sistema. Almeno due membri del team dovrebbero < prendere >  appunti  e rifinire il Class Diagram disegnato 	prendere appunti	0	
Giustizia Jole Santelli, il ministero ha < preso >  atto  di alcune situazioni di disagio che 	prendere atto	1	
articolo interessante di A List Apart da cui ho < preso >  spunto  per l' esempio che vado a presentarvi 	prendere spunto	1	
della normativa in esame. Il senatore PIATTI < prende >  atto  della dichiarazione del rappresentante 	prendere atto	1	
che accanto a sovrintendenti e ricercatori < prendono >  posto  , e con pari dignità, uno stuolo  	prendere posto	1	
possono comunque telefonare allo 095/2545058 e < prendere >  contatti  con il settore tecnico patrimoniale 	prendere contatti	0	
Forse ... quando smetterò di scrivere, di < prendere >  appunti  . Sembra un paradosso, ma finché 	prendere appunti	0	
22/07/2005: De Michelis: Se il modello Blair < prenderà >  piede  anche in Italia, diventerà molto  	prendere piede	1	
almeno due componenti; alle riunioni può < prendere >  parte  il coordinatore didattico. Art. 5 	prendere parte	1	
all' 1,03 % circa delle spese correnti. Nel < prendere >  atto  dell' aumentata consistenza del fondo 	prendere atto	1	
dimenticabile. & # 1645; & # 1645; Che tu te ne < prenda >  cura  1974. Tutti i miei robot. Secoli dopo 	prendere cura	1	
mi metta in aspettativa dall' 1/09/01 per < prendere >  servizio  a scuola non mi crea problemi  	prendere servizio	1	
Penso cioè che un ragazzo a quell' età possa < prendere >  decisioni  forti, che rimangono tutta la 	prendere decisioni	1	
sciacquoni. Buona notte. Sabi, se sei rimasto tu, < prendi >  nota  dell' indirizzo, perché non lo scrivo 	prendere nota	1	
avevano sostituito con una tragica capacità di < prendere >  atto  . Con dolore intimo. Profondo. Pragmatico 	prendere atto	1	
 di banche, immobiliari o assicurazioni, < prendano >  soldi  per ospitare le antenne anche se  	prendere soldi	0	
 prova schiacciante che questo piano sta < prendendo >  forma  ed il conto alla rovescia e' iniziato 	prendere forma	1	
Commissione ha adottato un atteggiamento diverso, < prendendo >  atto  delle posizioni della Corte costituzionale 	prendere atto	1	
le fasi del lavoro, uno ha l' incarico di < prendere >  nota  dei quesiti stimolo, delle difficoltà 	prendere nota	1	
64] Tra gli italiani oltre a Capitini vi < presero >  parte  anche FerdinandoTartaglia e Giovanni 	prendere parte	1	
sulla proposta del Presidente Larsen che, < preso >  atto  degli orientamenti non unanimi su  	prendere atto	1	
parti con noi " " se partissi non potrei < prendermi >  cura  del gatto " " giusto " riprese a sfogliare 	prendere cura	1	
incaricata annuale sulla classe A 051, dovro' < prendere >  servizio  nella scuola elementare il 1 settembre 	prendere servizio	1	
livido. ho messo via un bel pò di foto che < prenderanno >  polvere  sia su rimorsi che rimpianti che 	prendere polvere	0	
Presidente, intervengo molto brevemente. < Prendo >  atto  che il subemendamento Pistone 0.34.200.36 	prendere atto	1	
come luce, come qualcosa che appare e che < prende >  forma  . Sono rimasto sorpreso, all' inizio 	prendere forma	1	
 Nato che si spacca, con l' Onu che deve < prendere >  decisioni  sul filo del rasoio, con una  	prendere decisioni	1	
 assodato, dato e determinato dall' aver < preso >  coscienza  , da parte di Tommaso, che non 	prendere coscienza	1	
Lei ha usato la parola « agghiacciato »: < prendo >  atto  che il Governo è rimasto agghiacciato 	prendere atto	1	
tutela delle zone di montagna, atto da cui < prende >  avvio  la " verticalizzazione " della scuola 	prendere avvio	1	
nella maggior parte dei casi sanabili. Si < prende >  atto  delle verifiche sommarie effettuate 	prendere atto	1	
